BookID,FormatID,Edition,Book Name,Genre,Genre Group,More than One Edition (1=Y),Author1ID,Author2ID,Author 1 - First Name,Author 1 - Last Name,Author 1 - Gender (1=M),Author 1 - Country of Origin,Author 1 - Ethnicity,Author 1 - DOB,Author 1 - Age,Author 2 - First Name,Author 2 - Last Name,Author 2 - Gender (1=M),Any Female Authors (0 = Y),Author 2 - Country of Origin,Author 2 - Ethnicity,Author 2 - DOB,Author 2 - Age,LanguageID,Mentions,Pages,PlaceOfPublicationID,PublisherID,Size,Date,Width,Depth,Height,Unit,Year,Decade,Any Female Authors?,Gender,Race
77,SC,Original Edition,Logicomix: An Epic Search for Truth,Educational,Non-Fiction,0,31,32,Apostolos,Doxiadis,1,Australia,White,19516,56,Christos,Papadimitriou,1,1,Greece,White,18126,60,English,1,352,"New York, USA",Bloomsbury USA,5.1 x 0.9 x 9.3 inches,9/29/2009,5.1,0.9,9.3,inches,2009,2000-2009,Only Male Author(s),Male,White
79,HC,NA,Lost Girls,Adult,NA,0,3,N/A,Alan,Moore,1,UK,White,19681,55,NA,NA,NA,1,NA,NA,NA,NA,English,1,320,"Marietta, Georgia, USA",Top Shelf Productions,9 x 2 x 12 inches,7/28/2009,9,2,12,inches,2009,2000-2009,Only Male Author(s),Male,White
81,SC,1st edition,Mail Order Bride,Literary Fiction,Graphic Novel,0,99,N/A,Mark,Kalesniko,1,Canada,White,0,NA,NA,NA,NA,1,NA,NA,NA,NA,English,1,261,"Seattle, USA",Fantagraphics,7.6 x 0.9 x 11 inches,6/17/2003,7.6,0.9,11,inches,2003,2000-2009,Only Male Author(s),Male,White
82,SC,NA,"Marbles: Mania, Depression, Michelangelo, and Me: A Graphic Memoir",Memoir,Graphic Novel,0,56,N/A,Ellen,Forney,0,USA,White,24905,44,NA,NA,NA,0,NA,NA,NA,NA,English,1,237,"New York, USA",Penguin Group,5.9 x 0.8 x 9 inches,11/6/2012,5.9,0.8,9,inches,2012,2010-2017,At Least 1 Female Author,Female,White
83,SC,First Edition,March: Book One,Biography,NA,0,81,165,John,Lewis,1,USA,African American,14662,73,Andrew,Aydin,1,1,USA,White,30553,29,English,2,121,"Marietta, Georgia, USA",Top Shelf Productions,0.5 x 6.5 x 9.2 inches,8/13/2013,6.5,0.5,9.2,inches,2013,2010-2017,Only Male Author(s),Male,African American
84,SC,NA,March: Book Two,Biography,NA,0,81,165,John,Lewis,1,USA,African American,14662,74,Andrew,Aydin,1,1,USA,White,30553,31,English,1,179,"Marietta, Georgia, USA",Top Shelf Productions,0.5 x 6.5 x 9.5 inches,1/20/2015,6.5,0.5,9.5,inches,2015,2010-2017,Only Male Author(s),Male,African American
85,SC,NA,Miracleman: The Golden Age,Superhero,Graphic Novel,0,108,N/A,Neil,Gaiman,1,UK,White,22230,31,NA,NA,NA,1,NA,NA,NA,NA,English,1,160,"London, UK",Eclipse Books,10.1 x 6.5 x 0.3 inches,1/1/1992,6.5,0.3,10.1,inches,1992,1990-1999,Only Male Author(s),Male,White
86,HC,NA,Mom's Cancer,Biography,NA,0,37,N/A,Brian,Fies,1,Unknown,Unknown,0,NA,NA,NA,NA,1,NA,NA,NA,NA,English,1,112,"New York, USA",Harry N. Abrams,7.6 x 0.6 x 5.5 inches,1/1/2009,7.6,0.6,5.5,inches,2009,2000-2009,Only Male Author(s),Male,Unknown
87,SC,2nd edition,"Mother, Come Home",Literary Fiction,Graphic Novel,1,116,N/A,Paul,Hornschemeier,1,USA,White,28425,26,NA,NA,NA,1,NA,NA,NA,NA,English,1,128,"Seattle, USA",Fantagraphics,9.2 x 6.9 x 0.4 inches,2/3/2004,9.2,0.4,6.9,inches,2004,2000-2009,Only Male Author(s),Male,White
88,SC,1 edition,Narcissa,Coming of Age,NA,0,87,N/A,Lance,Tooks,1,USA,African American,0,NA,NA,NA,NA,1,NA,NA,NA,NA,English,1,208,"New York, USA",Doubleday,8 x 0.6 x 10.9 inches,9/17/2002,10.9,0.6,8,inches,2002,2000-2009,Only Male Author(s),Male,African American
89,SC,NA,Nat Turner,Biography,NA,1,86,N/A,Kyle,Baker,1,USA,African American,23743,43,NA,NA,NA,1,NA,NA,NA,NA,English,1,200,"New York, USA",Harry N. Abrams,6 x 0.9 x 9 inches,6/1/2008,6,0.9,9,inches,2008,2000-2009,Only Male Author(s),Male,African American
91,HC,NA,One Hundred Demons,Memoir,Graphic Novel,1,95,N/A,Lynda,Barry,0,USA,Other Race,20456,46,NA,NA,NA,0,NA,NA,NA,NA,English,2,224,"Seattle, USA",Sasquatch Books,6.3 x 9.7 x 0.9 inches,8/13/2002,9.7,0.9,6.3,inches,2002,2000-2009,At Least 1 Female Author,Female,Other Race
94,SC,NA,Our Cancer Year,Memoir,Graphic Novel,0,11,71,Harvey,Pekar,1,USA,White,14526,55,Joyce,Brabner,0,0,USA,White,19054,42,English,2,252,"New York, USA",Four Walls Eight Windows,10 x 8 x 0.4 inches,10/13/1994,8,0.4,10,inches,1994,1990-1999,At Least 1 Female Author,Male,White
95,SC,1st edition,Palestine,Graphic Journalism,Non-Fiction,0,80,N/A,Joe,Sacco,1,Malta,White,22191,41,NA,NA,NA,1,NA,NA,NA,NA,English,2,285,"Seattle, USA",Fantagraphics,7.2 x 0.9 x 10.8 inches,12/17/2001,7.2,0.9,10.8,inches,2001,2000-2009,Only Male Author(s),Male,White
96,HC,1st edition,"Palomar: The Heartbreak Soup Stories, A Love and Rockets Book",Literary Fiction,Graphic Novel,0,69,N/A,Gilbert,Hernandez,1,USA,Other Race,20852,46,NA,NA,NA,1,NA,NA,NA,NA,English,1,512,"Seattle, USA",Fantagraphics,0.9 x 0.2 x 1.1 inches,11/17/2003,7.5,0.7,9,inches,2003,2000-2009,Only Male Author(s),Male,Other Race
97,SC,First Edition,Paul Has a Summer Job,Coming of Age,NA,0,104,N/A,Michel,Rabagliati,1,Canada,White,22282,41,NA,NA,NA,1,NA,NA,NA,NA,English,1,145,"Montreal, Canada",Drawn and Quarterly,7.6 x 0.6 x 9.9 inches,8/1/2002,7.6,0.6,9.9,inches,2002,2000-2009,Only Male Author(s),Male,White
98,SC,Reprint edition,Paul Joins the Scouts,Coming of Age,NA,0,104,N/A,Michel,Rabagliati,1,Canada,White,22282,52,NA,NA,NA,1,NA,NA,NA,NA,English,1,143,"Montreal, Canada",Conundrum Press,0.5 x 7.2 x 9.5 inches,5/23/2013,7.2,0.5,9.5,inches,2013,2010-2017,Only Male Author(s),Male,White
99,SC,NA,"Pedro and Me: Friendship, Loss, and What I Learned",Memoir,Graphic Novel,0,82,N/A,Judd,Winick,1,USA,White,25611,39,NA,NA,NA,1,NA,NA,NA,NA,English,1,180,"New York, USA","Henry Holt and Company, LLC",6.4 x 0.5 x 9.1 inches,3/31/2009,6.4,0.5,9.1,inches,2009,2000-2009,Only Male Author(s),Male,White
102,HC,1St Edition,RASL,Science Fiction,Graphic Novel,0,76,N/A,Jeff,Smith,1,USA,White,21973,53,NA,NA,NA,1,NA,NA,NA,NA,English,1,468,"Columbus, USA",Cartoon Books,1.5 x 8 x 10.2 inches,9/17/2013,8,1.5,10.2,inches,2013,2010-2017,Only Male Author(s),Male,White
103,HC,NA,Red: A Haida Manga,Action/Adventure,NA,1,103,N/A,Michael Nicoll,Yahgulanaas,1,Canada,Native American,19725,56,NA,NA,NA,1,NA,NA,NA,NA,English,1,120,"Vancouver, Canada",Douglas and McIntyre,9 x 8.4 x 0.6 inches,2/23/2010,9,0.6,8.4,inches,2010,2010-2017,Only Male Author(s),Male,Native American
105,HC,NA,Richard Stark's Parker: Slayground,Crime,Graphic Novel,0,308,308,Donald Edwin,Westlake (Richard Stark),1,USA,White,12247,80,Donald Edwin,Westlake (Richard Stark),1,1,USA,White,12247,80,English,1,96,"San Diego, USA",IDW Publishing,13.7 x 9.4 x 1.7 inches,12/26/2013,6.8,0.8,9.5,inches,2013,2010-2017,Only Male Author(s),Male,White
106,SC,NA,"Safe Area Gorau017ede: The War in Eastern Bosnia, 1992-1995",Graphic Journalism,Non-Fiction,1,80,N/A,Joe,Sacco,1,Malta,White,22191,41,NA,NA,NA,1,NA,NA,NA,NA,English,2,227,"Seattle, USA",Fantagraphics,7.6 x 0.6 x 10 inches,1/17/2002,7.6,0.6,10,inches,2002,2000-2009,Only Male Author(s),Male,White
107,HC,NA,"Saga of the Swamp Thing, Book 1",Superhero,Graphic Novel,1,3,N/A,Alan,Moore,1,UK,White,19681,55,NA,NA,NA,1,NA,NA,NA,NA,English,1,208,"New York, USA",Vertigo,7.1 x 0.7 x 10.5 inches,2/17/2009,7.1,0.7,10.5,inches,2009,2000-2009,Only Male Author(s),Male,White
108,HC,NA,Same Difference,Literary Fiction,Graphic Novel,0,50,N/A,Derek Kirk,Kim,1,South Korea,Asian,27030,37,NA,NA,NA,1,NA,NA,NA,NA,English,1,80,"New York, USA",First Second,6.4 x 0.6 x 8.7 inches,12/6/2011,6.4,0.6,8.7,inches,2011,2010-2017,Only Male Author(s),Male,Asian
109,SC,NA,"Sex Criminals, Vol. 1: One Weird Trick",Comedy,NA,0,101,161,Matt,Fraction,1,USA,White,27729,38,Chip,Zdarsky,1,1,Canada,White,27749,38,English,1,128,"Berkeley, USA",Image Comics,10.2 x 6.6 x 0.4 inches,4/29/2014,6.6,0.4,10.2,inches,2014,2010-2017,Only Male Author(s),Male,White
110,SC,NA,"Sex Criminals, Vol. 2: Two Worlds, One Cop",Comedy,NA,0,101,161,Matt,Fraction,1,USA,White,27729,39,Chip,Zdarsky,1,1,Canada,White,27749,39,English,1,128,"Berkeley, USA",Image Comics,10.2 x 6.7 x 0.3 inches,3/10/2015,6.7,0.3,10.2,inches,2015,2010-2017,Only Male Author(s),Male,White
111,HC,1st edition,Shortcomings,Literary Fiction,Graphic Novel,1,25,N/A,Adrian,Tomine,1,USA,Asian,27162,33,NA,NA,NA,1,NA,NA,NA,NA,English,3,104,"Montreal, Canada",Drawn and Quarterly,7.1 x 0.8 x 9.1 inches,10/2/2007,7.1,0.8,9.1,inches,2007,2000-2009,Only Male Author(s),Male,Asian
112,SC,Gph edition,Signal to Noise,Literary Fiction,Graphic Novel,1,108,N/A,Neil,Gaiman,1,UK,White,22230,31,NA,NA,NA,1,NA,NA,NA,NA,English,2,117,"London, UK",Bloomsbury,0.2 x 8.8 x 11.5 inches,10/13/1992,8.8,0.2,11.5,inches,1992,1990-1999,Only Male Author(s),Male,White
113,SC,2nd Printing Edition,Sin City. The Hard Goodbye,Crime,Graphic Novel,1,22,N/A,Frank,Miller,1,USA,White,20847,34,NA,NA,NA,1,NA,NA,NA,NA,English,1,200,"Milwaukee, USA",Dark Horse,10.1 x 6.6 x 0.5 inches,1/1/1992,6.6,0.5,10.1,inches,1992,1990-1999,Only Male Author(s),Male,White
114,HC,First Edition,Skim,Coming of Age,NA,1,96,160,Mariko,Tamaki,0,Canada,Other Race,0,NA,Jillian,Tamaki,0,0,Canada,Other Race,0,NA,English,1,142,"Toronto, Canada",Groundwood Books,0.8 x 7 x 10.2 inches,2/28/2008,7,0.8,10.2,inches,2008,2000-2009,At Least 1 Female Author,Female,Other Race
115,SC,NA,Stuck Rubber Baby,Historical Fiction,Non-Fiction,1,72,N/A,Howard,Cruse,1,USA,White,16194,55,NA,NA,NA,1,NA,NA,NA,NA,English,2,210,"New York, USA",DC Comics,7 x 0.5 x 8.8 inches,3/1/2000,7,0.5,8.8,inches,2000,2000-2009,Only Male Author(s),Male,White
117,HC,Deluxe edition,Superman: Red Son,Superhero,Graphic Novel,1,100,N/A,Mark,Millar,1,UK,White,25561,39,NA,NA,NA,1,NA,NA,NA,NA,English,1,168,"New York, USA",DC Comics,7.4 x 0.5 x 11 inches,11/17/2009,7.4,0.5,11,inches,2009,2000-2009,Only Male Author(s),Male,White
118,HC,First Edition first Printing edition,Swallow Me Whole,Literary Fiction,Graphic Novel,0,107,N/A,Nate,Powell,1,USA,White,28491,30,NA,NA,NA,1,NA,NA,NA,NA,English,1,216,"Marietta, Georgia, USA",Top Shelf Productions,6.5 x 0.5 x 9.5 inches,12/2/2008,6.5,0.5,9.5,inches,2008,2000-2009,Only Male Author(s),Male,White
119,HC,First Edition,The Arrival,Literary Fiction,Graphic Novel,1,126,N/A,Shaun,Tan,1,Australia,White,27030,33,NA,NA,NA,1,NA,NA,NA,NA,English,2,128,Melbourne,Lothian Books,0.5 x 9 x 12 inches,10/1/2007,9,0.5,12,inches,2007,2000-2009,Only Male Author(s),Male,White
120,SC,NA,The Barn Owl's Wondrous Capers,Historical Fiction,Non-Fiction,0,124,N/A,Sarnath,Banerjee,1,India,Asian,26299,35,NA,NA,NA,1,NA,NA,NA,NA,English,1,263,"New Delhi, India",Penguin Books,9.2 x 6.6 x 0.8 inches,1/9/2007,6.6,0.8,9.2,inches,2007,2000-2009,Only Male Author(s),Male,Asian
121,HC,1 edition,The Book of Genesis,Educational,Non-Fiction,0,120,N/A,Robert,Crumb,1,USA,White,15948,66,NA,NA,NA,1,NA,NA,NA,NA,English,2,224,"New York, USA",W. W. Norton and Company,8.9 x 1 x 11.2 inches,10/19/2009,8.9,1,11.2,inches,2009,2000-2009,Only Male Author(s),Male,White
122,HC,Deluxe edition,The Books of Magic,Fantasy,Non-Fiction,1,108,140,Neil,Gaiman,1,UK,White,22230,52,Peter,Gross,1,1,USA,White,21186,55,English,1,208,"New York, USA",Vertigo,7.4 x 0.6 x 11.2 inches,1/29/2013,7.4,0.6,11.2,inches,2013,2010-2017,Only Male Author(s),Male,White
123,SC,Original edition,"The Borden Tragedy: A Memoir of the Infamous Double Murder at Fall River, Mass., 1892 (A Treasury of Victorian Murder)",Crime,Graphic Novel,0,119,N/A,Rick,Geary,1,USA,White,16858,51,NA,NA,NA,1,NA,NA,NA,NA,English,1,67,"New York, USA",NBM Publishing,6.5 x 0.3 x 9.5 inches,9/1/1997,6.5,0.3,9.5,inches,1997,1990-1999,Only Male Author(s),Male,White
124,HC,1 edition,The Boulevard of Broken Dreams,Historical Fiction,Non-Fiction,0,85,N/A,Kim,Deitch,1,USA,White,16072,58,NA,NA,NA,1,NA,NA,NA,NA,English,1,160,New York City,Pantheon,6.6 x 0.8 x 8.7 inches,9/24/2002,6.6,0.8,8.7,inches,2002,2000-2009,Only Male Author(s),Male,White
126,SC,1St Edition,Collected Essex County,Literary Fiction,Graphic Novel,0,75,N/A,Jeff,Lemire,1,Canada,White,27840,33,NA,NA,NA,1,NA,NA,NA,NA,English,1,510,"Marietta, Georgia, USA",Top Shelf Productions,6.5 x 1.8 x 9 inches,9/1/2009,6.5,1.8,9,inches,2009,2000-2009,Only Male Author(s),Male,White
127,HC,NA,The Complete Maus,Memoir,Graphic Novel,0,33,N/A,Art,Spiegelman,1,Sweden,White,17578,48,NA,NA,NA,1,NA,NA,NA,NA,English,0,295,New York City,Pantheon,6.5 x 1.2 x 9.4 inches,11/19/1996,6.5,1.2,9.4,inches,1996,1990-1999,Only Male Author(s),Male,White
129,SC,NA,The Cowboy Wally Show,Satire,Graphic Novel,0,86,N/A,Kyle,Baker,1,USA,African American,23743,38,NA,NA,NA,1,NA,NA,NA,NA,English,1,128,"New York, USA",Marlowe and Company,10.8 x 8.4 x 0.4 inches,12/1/2003,8.4,0.4,10.8,inches,2003,2000-2009,Only Male Author(s),Male,African American
131,SC,English Language edition,The Greatest of Marlys,Coming of Age,NA,0,95,N/A,Lynda,Barry,0,USA,Other Race,20456,44,NA,NA,NA,0,NA,NA,NA,NA,English,1,248,"Seattle, USA",Sasquatch Books,8.5 x 0.4 x 10 inches,9/26/2000,8.5,0.4,10,inches,2000,2000-2009,At Least 1 Female Author,Female,Other Race
132,SC,NA,The Hedge Knight: The Graphic Novel (A Game of Thrones),Fantasy,Non-Fiction,NA,67,68,George R. R.,Martin,1,USA,White,17796,65,Ben,Avery,1,1,USA,White,0,NA,English,2,184,"Seattle, USA",Jet City Comics,7 x 0.4 x 10 inches,11/5/2013,7,0.4,10,inches,2013,2010-2017,Only Male Author(s),Male,White
134,HC,1 edition,The Jew of New York,Historical Fiction,Non-Fiction,1,34,N/A,Ben,Katchor,1,USA,White,18629,47,NA,NA,NA,1,NA,NA,NA,NA,English,1,97,New York City,Pantheon,0.5 x 8.5 x 9.2 inches,12/7/1998,8.5,0.5,9.2,inches,1998,1990-1999,Only Male Author(s),Male,White
135,SC,Reprint edition,The Metamorphosis,Literary Fiction,Graphic Novel,0,207,N/A,Peter,Kuper,1,USA,White,21450,45,NA,NA,NA,1,NA,NA,NA,NA,English,1,79,"New York, USA",Crown,6.2 x 0.2 x 9.1 inches,7/20/2004,6.2,0.2,9.1,inches,2004,2000-2009,Only Male Author(s),Male,White
136,HC,NA,The Name of the Game,Memoir,Graphic Novel,1,1,N/A,Will,Eisner,1,USA,White,6275,84,NA,NA,NA,1,NA,NA,NA,NA,English,1,168,New York City,W. W. Norton and Company,7.8 x 0.8 x 10.2 inches,1/1/2002,7.8,0.8,10.2,inches,2002,2000-2009,Only Male Author(s),Male,White
137,HC,First Edition ~1st Printing edition,The Originals,Science Fiction,Graphic Novel,1,26,N/A,Dave,Gibbons,1,UK,White,18002,55,NA,NA,NA,1,NA,NA,NA,NA,English,1,160,"New York, USA",Vertigo,7.2 x 0.5 x 9.2 inches,11/3/2004,7.2,0.5,9.2,inches,2004,2000-2009,Only Male Author(s),Male,White
139,HC,NA,The Property,Literary Fiction,Graphic Novel,0,122,N/A,Rutu,Modan,0,Israel,White,24108,47,NA,NA,NA,1,NA,NA,NA,NA,English,1,222,"Montreal, Canada",Drawn and Quarterly,6.7 x 1.1 x 9.2 inches,5/14/2013,6.7,1.1,9.2,inches,2013,2010-2017,Only Male Author(s),Female,White
140,HC,NA,The Puma Blues,Science Fiction,Graphic Novel,0,128,N/A,Stephen,Murphy,1,USA,Unknown,29528,34,NA,NA,NA,1,NA,NA,NA,NA,English,1,526,"New York, USA",Dover Publications,16.9.2015,9/16/2015,7,2,10,inches,2015,2010-2017,Only Male Author(s),Male,Unknown
141,HC,NA,The Rocketeer,Superhero,Graphic Novel,1,48,N/A,Dave,Stevens,1,USA,White,20299,34,NA,NA,NA,1,NA,NA,NA,NA,English,1,140,"San Diego, USA",IDW Publishing,11.2 x 8.5 x 0.4 inches,3/1/1990,8.5,0.4,11.2,inches,1990,1990-1999,Only Male Author(s),Male,White
142,SC,Reprint edition,The Sandman. Vol. 1: Preludes & Nocturnes,Fantasy,Non-Fiction,0,108,N/A,Neil,Gaiman,1,UK,White,22230,49,NA,NA,NA,1,NA,NA,NA,NA,English,1,240,"New York, USA",DC Comics,6.7 x 0.4 x 10.1 inches,10/19/2010,6.7,0.4,10.1,inches,2010,2010-2017,Only Male Author(s),Male,White
143,SC,Reprint edition,The Sandman. Vol. 2: The Doll's House,Fantasy,Non-Fiction,0,108,N/A,Neil,Gaiman,1,UK,White,22230,49,NA,NA,NA,1,NA,NA,NA,NA,English,1,232,"New York, USA",DC Comics,6.6 x 0.3 x 10.1 inches,10/19/2010,6.6,0.3,10.1,inches,2010,2010-2017,Only Male Author(s),Male,White
144,SC,NA,The Sworn Sword: The Graphic Novel (A Game of Thrones),Fantasy,Non-Fiction,0,67,68,George R. R.,Martin,1,USA,White,17796,65,Ben,Avery,1,1,USA,White,0,NA,English,1,176,"Seattle, USA",Jet City Comics,6.5 x 0.8 x 10 inches,1/21/2014,6.5,0.8,10,inches,2014,2010-2017,Only Male Author(s),Male,White
145,SC,NA,The Tale of One Bad Rat,Literary Fiction,Graphic Novel,1,38,N/A,Bryan,Talbot,1,UK,White,19048,43,NA,NA,NA,1,NA,NA,NA,NA,NA,0,117,"Milwaukee, USA",Dark Horse,NA,10/17/1995,10.2,0.3,6.7,inches,1995,1990-1999,Only Male Author(s),Male,White
147,HC,1st Edition,The Thrilling Adventures of Lovelace and Babbage: The (Mostly) True Story of the First Computer,Historical Fiction,Non-Fiction,0,130,N/A,Sydney,Padua,0,Unknown,Unknown,0,NA,NA,NA,NA,0,NA,NA,NA,NA,English,1,315,New York City,Pantheon,7.3 x 1.1 x 10.3 inches,4/21/2015,7.3,1.1,10.3,inches,2015,2010-2017,At Least 1 Female Author,Female,Unknown
148,SC,NA,The Tragical Comedy or Comical Tragedy of Mr. Punch,Fantasy,Non-Fiction,0,108,N/A,Neil,Gaiman,1,UK,White,22230,34,NA,NA,NA,1,NA,NA,NA,NA,English,1,96,"New York, USA",DC Comics,8.6 x 0.2 x 11.6 inches,9/1/1995,8.6,0.2,11.6,inches,1995,1990-1999,Only Male Author(s),Male,White
149,SC,NA,"The Wicked + The Divine, Vol. 1: The Faust Act",Superhero,Graphic Novel,0,84,N/A,Kieron,Gillen,1,UK,White,27395,39,NA,NA,NA,1,NA,NA,NA,NA,English,1,144,"Berkeley, USA",Image Comics,10.2 x 6.6 x 0.3 inches,11/25/2014,6.6,0.3,10.2,inches,2014,2010-2017,Only Male Author(s),Male,White
150,HC,First Edition,To the Heart of the Storm,Historical Fiction,Non-Fiction,1,1,N/A,Will,Eisner,1,USA,White,6275,73,NA,NA,NA,1,NA,NA,NA,NA,English,2,208,New York City,W. W. Norton and Company,10.1 x 7.6 x 0.6 inches,1/1/1991,7.6,0.6,10.1,inches,1991,1990-1999,Only Male Author(s),Male,White
151,SC,NA,Top 10: The Forty-Niners,Superhero,Graphic Novel,0,3,N/A,Alan,Moore,1,UK,White,19681,52,NA,NA,NA,1,NA,NA,NA,NA,English,1,112,"La Jolla, USA",WildStorm,6.6 x 0.2 x 10.2 inches,3/22/2006,6.6,0.2,10.2,inches,2006,2000-2009,Only Male Author(s),Male,White
152,SC,First Printing edition,Troubled Souls,Coming of Age,NA,0,64,0,Garth,Ennis,1,UK,White,25584,20,David,Wojnarowicz,1,1,USA,White,19981,35,English,1,96,"London, UK",Fleetway Publications,10.2 x 6.6 x 0.4 inches,2/1/1990,6.6,0.4,10.2,inches,1990,1990-1999,Only Male Author(s),Male,White
153,HC,First Edition,Unterzakhn,Historical Fiction,Non-Fiction,0,88,N/A,Leela,Corman,0,Unknown,Unknown,0,NA,NA,NA,NA,0,NA,NA,NA,NA,English,1,204,"New York, USA",Schocken Books and Random House,7.6 x 0.8 x 9.4 inches,4/3/2012,7.6,0.8,9.4,inches,2012,2010-2017,At Least 1 Female Author,Female,Unknown
154,SC,NA,Unwritten Vol. 1: Tommy Taylor and the Bogus Identity,Mystery,Graphic Novel,0,105,N/A,Mike,Carey,1,UK,White,21551,51,NA,NA,NA,1,NA,NA,NA,NA,English,0,144,"New York, USA",DC Comics,6.6 x 0.3 x 10.2 inches,1/12/2010,6.6,0.3,10.2,inches,2010,2010-2017,Only Male Author(s),Male,White
155,SC,New edition,V for Vendetta,Science Fiction,Graphic Novel,0,3,N/A,Alan,Moore,1,UK,White,19681,54,NA,NA,NA,1,NA,NA,NA,NA,English,3,296,"New York, USA",DC Comics,6.6 x 0.6 x 10.2 inches,10/24/2008,6.6,0.6,10.2,inches,2008,2000-2009,Only Male Author(s),Male,White
156,HC,Deluxe edition,Watchmen,Superhero,Graphic Novel,1,3,N/A,Alan,Moore,1,UK,White,19681,59,NA,NA,NA,1,NA,NA,NA,NA,English,5,448,New York City,DC Comics,7.4 x 1.3 x 11.2 inches,6/4/2013,7.4,1.3,11.2,inches,2013,2010-2017,Only Male Author(s),Male,White
158,SC,NA,Blankets,Romance,Graphic Novel,1,43,N/A,Craig,Thompson,1,USA,White,27658,27,NA,NA,NA,1,NA,NA,NA,NA,English,3,592,"Marietta, USA",Top Shelf Productions,6.5 x 1.5 x 9.8 inches,8/5/2003,6.5,1.5,9.8,inches,2003,2000-2009,Only Male Author(s),Male,White
159,SC,1st edition,Justice League: A New Beginning,Superhero,Graphic Novel,0,134,170,Keith Ian,Giffen,1,USA,White,19328,38,John Marc,DeMatteis,1,1,USA,White,19708,37,English,0,181,"New York, USA",DC Comics,NA,9/1/1991,6.8,0.4,10.2,inches,1991,1990-1999,Only Male Author(s),Male,White
161,SC,6th printing edition,Jaka's Story,Fantasy,Non-Fiction,0,135,N/A,David Victor,Sim,1,Canada,White,19328,38,NA,NA,NA,1,NA,NA,NA,NA,English,0,486,"Kitchener, Canada",Aardvark-Vanaheim,NA,9/1/1991,7.5,1.2,10,inches,1991,1990-1999,Only Male Author(s),Male,White
162,HC,NA,Jar of Fools,Literary Fiction,Graphic Novel,1,73,N/A,Jason,Lutes,1,USA,White,24813,29,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,"Montreal, Canada",Black Eye Books,NA,1/1/1997,0,0,0,NA,1997,1990-1999,Only Male Author(s),Male,White
163,SC,NA,Why I Hate Saturn,Literary Fiction,Graphic Novel,0,86,N/A,Kyle,Baker,1,USA,African American,23743,39,NA,NA,NA,1,NA,NA,NA,NA,English,0,199,"New York, USA",Vertigo,NA,8/31/2004,8.2,0.4,10.8,inches,2004,2000-2009,Only Male Author(s),Male,African American
164,HC,Limited edition,A Life Force,Historical Fiction,Non-Fiction,1,1,N/A,Will,Eisner,1,USA,White,6275,71,NA,NA,NA,1,NA,NA,NA,NA,English,0,139,"Princeton, USA",Kitchen Sink Press,NA,5/1/1988,7.2,0.7,10.3,inches,1988,1980-1989,Only Male Author(s),Male,White
165,HC,NA,Kings in Disguise,Historical Fiction,Non-Fiction,1,136,N/A,James,Vance,1,USA,Unknown,19420,37,NA,NA,NA,1,NA,NA,NA,NA,English,0,192,"Princeton, USA",Kitchen Sink Press,NA,10/1/1990,9,0.8,11.8,inches,1990,1990-1999,Only Male Author(s),Male,Unknown
166,HC,NA,"Love and Rockets, Vol. 12: Poison River",Coming of Age,NA,1,69,N/A,Gilbert,Hernandez,1,USA,Other Race,20852,37,NA,NA,NA,1,NA,NA,NA,NA,English,0,183,"Seattle, USA",Fantagraphics,NA,10/1/1994,9,0.8,11.8,inches,1994,1990-1999,Only Male Author(s),Male,Other Race
167,HC,1st Edition,Tantrum!,Comedy,NA,1,137,N/A,Jules Ralph,Feiffer,1,USA,White,10619,50,NA,NA,NA,1,NA,NA,NA,NA,English,0,183,New York City,Random House Inc,NA,11/1/1979,10.6,1.1,8.2,inches,1979,1970-1979,Only Male Author(s),Male,White
168,SC,NA,The Ballad of Doctor Richardson,Romance,Graphic Novel,0,138,N/A,Paul,Pope,1,USA,White,25837,27,NA,NA,NA,1,NA,NA,NA,NA,English,0,113,"Milwaukee, USA",Horse Press,NA,1/1/1998,9.5,0.5,12.6,inches,1998,1990-1999,Only Male Author(s),Male,White
169,HC,First Edition,Are You My Mother? A Comic Drama,Memoir,Graphic Novel,1,30,N/A,Alison,Bechdel,0,USA,White,22169,51,NA,NA,NA,0,NA,NA,NA,NA,English,0,304,"Boston, USA",Houghton Mifflin Harcourt,NA,5/1/2012,6.2,1,9.2,inches,2012,2010-2017,At Least 1 Female Author,Female,White
170,HC,NA,The Diary of a Teenage Girl,Memoir,Graphic Novel,1,209,N/A,Phoebe Louise Adams,Gloeckner,0,USA,White,22272,42,NA,NA,NA,0,NA,NA,NA,NA,English,0,320,"Berkeley, USA",Frog Books,NA,2/28/2003,6.8,1.3,9.5,inches,2003,2000-2009,At Least 1 Female Author,Female,White
171,HC,NA,Stitches. A Memoir,Memoir,Graphic Novel,1,210,N/A,David,Small,1,USA,White,16480,64,NA,NA,NA,1,NA,NA,NA,NA,English,0,336,New York City,W. W. Norton and Company,NA,9/8/2009,7.4,1.1,9.3,inches,2009,2000-2009,Only Male Author(s),Male,White
172,HC,NA,Psychiatric Tales,Educational,Non-Fiction,1,211,N/A,Darryl,Cunningham,1,UK,White,21916,50,NA,NA,NA,1,NA,NA,NA,NA,English,0,150,London,Blank Slate,NA,3/19/2010,6.1,0.8,8.5,inches,2010,2010-2017,Only Male Author(s),Male,White
