BookID,FormatID,Edition,Book Name,Genre,Genre Group,More than One Edition (1=Y),Author1ID,Author2ID,Author 1 - First Name,Author 1 - Last Name,Author 1 - Gender (1=M),Author 1 - Country of Origin,Author 1 - Ethnicity,Author 1 - DOB,Author 1 - Age,Author 2 - First Name,Author 2 - Last Name,Author 2 - Gender (1=M),Any Female Authors (0 = Y),Author 2 - Country of Origin,Author 2 - Ethnicity,Author 2 - DOB,Author 2 - Age,LanguageID,Mentions,Pages,PlaceOfPublicationID,PublisherID,Size,Date,Width,Depth,Height,Unit,Year,Decade,Any Female Authors?,Gender,Race
173,HC,First Edition,Habibi,Romance,Graphic Novel,0,43,N/A,Craig,Thompson,1,USA,White,27658,35,NA,NA,NA,1,NA,NA,NA,NA,English,0,656,New York City,Pantheon,NA,9/20/2011,7.3,2,9.2,inches,2011,2010-2017,Only Male Author(s),Male,White
174,HC,First Edition,Harvey Pekar's Cleveland,Memoir,Graphic Novel,0,11,0,Harvey,Pekar,1,USA,White,14526,72,David,Wojnarowicz,1,1,USA,White,19981,57,English,0,120,"Marietta, Georgia, USA",Top Shelf Productions,NA,5/3/2012,6.6,0.7,9.2,inches,2012,2010-2017,Only Male Author(s),Male,White
175,HC,First Edition,Footnotes in Gaza,Graphic Journalism,Non-Fiction,1,80,N/A,Joe,Sacco,1,Malta,White,22191,49,NA,NA,NA,1,NA,NA,NA,NA,English,0,432,"New York, USA",Metropolitan Books,NA,12/22/2009,8.1,1.2,10.8,inches,2009,2000-2009,Only Male Author(s),Male,White
176,SC,First Edition,Bumf Vol. 1: I Buggered The Kaiser,Satire,Graphic Novel,0,80,N/A,Joe,Sacco,1,Malta,White,22191,54,NA,NA,NA,1,NA,NA,NA,NA,English,0,119,"Seattle, USA",Fantagraphics,NA,11/2/2014,7.1,0.5,10.5,inches,2014,2010-2017,Only Male Author(s),Male,White
177,HC,First Edition,Munnu: A Boy From Kashmir,Coming of Age,NA,1,213,N/A,Malik,Sajad,1,India,Asian,31778,28,NA,NA,NA,1,NA,NA,NA,NA,English,0,348,"London, UK",Fourth Estate,NA,6/18/2015,5.9,1.3,9.2,inches,2015,2010-2017,Only Male Author(s),Male,Asian
178,SC,First Edition,Ed the Happy Clown,Memoir,Graphic Novel,1,41,N/A,Chester,Brown,1,Canada,White,22052,31,NA,NA,NA,1,NA,NA,NA,NA,English,0,0,"Toronto, Canada",Vortex Comics Inc.,NA,1/1/1992,6.1,0.5,8.9,inches,1992,1990-1999,Only Male Author(s),Male,White
179,SC,NA,You Are Here,Humor,Graphic Novel,0,86,N/A,Kyle,Baker,1,USA,African American,23743,33,NA,NA,NA,1,NA,NA,NA,NA,English,0,156,"New York, USA",Vertigo,NA,11/1/1998,8.5,0.4,11,inches,1998,1990-1999,Only Male Author(s),Male,African American
180,SC,NA,Last Day in Vietnam,Memoir,Graphic Novel,1,1,N/A,Will,Eisner,1,USA,White,6275,83,NA,NA,NA,1,NA,NA,NA,NA,English,0,80,"Milwaukee, USA",Dark Horse,NA,7/25/2000,8,0.3,11,inches,2000,2000-2009,Only Male Author(s),Male,White
181,SC,First Edition,The Golem's Mighty Swing,Sports,Graphic Novel,0,214,N/A,James,Sturm,1,USA,White,23743,36,NA,NA,NA,1,NA,NA,NA,NA,English,0,100,"Montreal, Canada",Drawn and Quarterly,NA,7/1/2001,7.5,0.4,10.1,inches,2001,2000-2009,Only Male Author(s),Male,White
182,HC,NA,Louis Riel: A Comic-Strip Biography,Biography,NA,1,41,N/A,Chester,Brown,1,Canada,White,22052,43,NA,NA,NA,1,NA,NA,NA,NA,English,0,260,"Montreal, Canada",Drawn and Quarterly,NA,1/1/2004,6.3,1.2,9.3,inches,2004,2000-2009,Only Male Author(s),Male,White
183,HC,NA,Tricked,Literary Fiction,Graphic Novel,0,215,N/A,Alex,Robinson,1,USA,White,25423,36,NA,NA,NA,1,NA,NA,NA,NA,English,0,349,"Marietta, Georgia, USA",Top Shelf Productions,NA,8/23/2005,6.5,1,9.6,inches,2005,2000-2009,Only Male Author(s),Male,White
184,SC,NA,Pride of Baghdad,Fantasy,Non-Fiction,1,216,N/A,Brian K.,Vaughan,1,USA,White,27958,31,NA,NA,NA,1,NA,NA,NA,NA,English,0,136,"New York, USA",Vertigo,NA,1/2/2008,6.6,0.3,10.1,inches,2008,2000-2009,Only Male Author(s),Male,White
185,HC,NA,Too Cool To Be Forgotten,Fantasy,Non-Fiction,0,215,N/A,Alex,Robinson,1,USA,White,25423,38,NA,NA,NA,1,NA,NA,NA,NA,English,0,125,"Marietta, USA",Top Shelf Productions,NA,8/4/2008,5.6,0.6,7.6,inches,2008,2000-2009,Only Male Author(s),Male,White
186,HC,First Edition,Richard Stark's Parker: The Score,Crime,Graphic Novel,0,46,N/A,Darwyn,Cooke,1,Canada,White,22647,50,NA,NA,NA,1,NA,NA,NA,NA,English,0,138,"San Diego, USA",IDW Publishing,NA,7/24/2012,5.9,0.9,9.1,inches,2012,2010-2017,Only Male Author(s),Male,White
187,HC,NA,The Fifth Beatle: The Brian Epstein Story,Biography,NA,1,218,N/A,Vivek J.,Tiwary,1,USA,Asian,26799,40,NA,NA,NA,1,NA,NA,NA,NA,English,0,135,"Milwaukee, USA",Dark Horse,NA,11/19/2013,8.3,0.7,12.5,inches,2013,2010-2017,Only Male Author(s),Male,Asian
189,SC,NA,The Motherless Oven,Fantasy,Non-Fiction,0,224,N/A,Rob,Davis,1,UK,White,0,NA,NA,NA,NA,1,NA,NA,NA,NA,English,0,156,"London, UK",SelfMadeHero,NA,10/21/2014,6.8,0.6,9.5,inches,2014,2010-2017,Only Male Author(s),Male,White
190,HC,First Edition,The Encyclopedia of Early Earth,Fantasy,Non-Fiction,0,225,N/A,Isabel,Greenberg,0,UK,White,0,NA,NA,NA,NA,0,NA,NA,NA,NA,English,0,176,"Boston, USA","Little, Brown and Company",NA,12/3/2013,8.8,1,12.2,inches,2013,2010-2017,At Least 1 Female Author,Female,White
191,HC,NA,The Nao of Brown,Coming of Age,NA,0,226,N/A,Glyn,Dillon,1,UK,White,25934,41,NA,NA,NA,1,NA,NA,NA,NA,English,0,204,"New York, USA",Harry N. Abrams,NA,10/1/2012,8,1,10.5,inches,2012,2010-2017,Only Male Author(s),Male,White
192,SC,NA,Nelson,Historical Fiction,Non-Fiction,0,224,N/A,Rob,Davis,1,UK,White,0,NA,NA,NA,NA,1,NA,NA,NA,NA,English,0,230,"London, UK",Blank Slate,NA,11/1/2011,7.8,0.7,10.3,inches,2011,2010-2017,Only Male Author(s),Male,White
193,HC,First Edition,The Sculptor,Fantasy,Non-Fiction,0,223,N/A,Scott,McCloud,1,USA,White,22077,54,NA,NA,NA,1,NA,NA,NA,NA,English,0,496,"New York, USA",First Second,NA,2/3/2015,6.4,1.9,8.7,inches,2015,2010-2017,Only Male Author(s),Male,White
194,SC,NA,I Kill Giants,Coming of Age,NA,0,221,N/A,Joseph,Kelly,1,USA,Other Race,26566,36,NA,NA,NA,1,NA,NA,NA,NA,English,0,184,"Berkeley, USA",Image Comics,NA,5/26/2009,6.5,0.4,10.1,inches,2009,2000-2009,Only Male Author(s),Male,Other Race
195,HC,NA,Killing and Dying,Literary Fiction,Graphic Novel,0,25,N/A,Adrian,Tomine,1,USA,Asian,27162,41,NA,NA,NA,1,NA,NA,NA,NA,English,0,121,"Montreal, Canada",Drawn and Quarterly,NA,10/6/2015,6.7,0.9,9.7,inches,2015,2010-2017,Only Male Author(s),Male,Asian
197,SC,NA,Beverly,Satire,Graphic Novel,0,230,N/A,Nick,Drnaso,1,USA,White,32509,27,NA,NA,NA,1,NA,NA,NA,NA,English,0,133,"Montreal, Canada",Drawn and Quarterly,NA,1/26/2016,7.3,0.6,8.8,inches,2016,2010-2017,Only Male Author(s),Male,White
198,HC,NA,Here,Historical Fiction,Non-Fiction,0,231,N/A,Richard,McGuire,1,USA,White,20821,57,NA,NA,NA,1,NA,NA,NA,NA,English,0,304,New York City,Pantheon,NA,12/9/2014,6.8,1.1,9.6,inches,2014,2010-2017,Only Male Author(s),Male,White
201,SC,NA,Long Red Hair,Memoir,Graphic Novel,0,234,N/A,Meags,Fitzgerald,0,Canada,White,0,NA,NA,NA,NA,0,NA,NA,NA,NA,English,0,93,"Montreal, Canada",Conundrum Press,NA,9/21/2015,8.5,0.5,6.5,inches,2015,2010-2017,At Least 1 Female Author,Female,White
202,SC,First Edition,Nod Away,Science Fiction,Graphic Novel,0,235,N/A,Joshua W.,Cotter,1,Unknown,White,0,NA,NA,NA,NA,1,NA,NA,NA,NA,English,0,221,"Seattle, USA",Fantagraphics,NA,2/15/2016,7.8,0.8,10.2,inches,2016,2010-2017,Only Male Author(s),Male,White
203,HC,NA,Mary Wept Over the Feet of Jesus,Historical Fiction,Non-Fiction,0,41,N/A,Chester,Brown,1,Canada,White,22052,55,NA,NA,NA,1,NA,NA,NA,NA,English,0,280,"Montreal, Canada",Drawn and Quarterly,NA,4/12/2016,4.2,1.1,7.5,inches,2016,2010-2017,Only Male Author(s),Male,White
204,SC,First Edition,Sacred Heart,Coming of Age,NA,0,236,N/A,Liz,Suburbia,0,USA,White,0,NA,NA,NA,NA,0,NA,NA,NA,NA,English,0,309,"Seattle, USA",Fantagraphics,NA,9/20/2015,6.6,1.1,9.5,inches,2015,2010-2017,At Least 1 Female Author,Female,White
206,HC,First Edition,Market Day,Historical Fiction,Non-Fiction,0,214,N/A,James,Sturm,1,USA,White,23743,45,NA,NA,NA,1,NA,NA,NA,NA,English,0,96,"Montreal, Canada",Drawn and Quarterly,NA,3/30/2010,6.8,0.7,10,inches,2010,2010-2017,Only Male Author(s),Male,White
207,HC,Ltd Sgd edition,Big Questions,Fairy Tale,Non-Fiction,1,238,N/A,Anders,Nilsen,1,USA,White,26665,38,NA,NA,NA,1,NA,NA,NA,NA,English,0,658,"Montreal, Canada",Drawn and Quarterly,NA,8/16/2011,7.6,2.5,9.5,inches,2011,2010-2017,Only Male Author(s),Male,White
208,SC,NA,This One Summer,Coming of Age,NA,1,96,N/A,Mariko,Tamaki,0,Canada,Other Race,0,NA,NA,NA,NA,0,NA,NA,NA,NA,English,0,317,"New York, USA",First Second,NA,5/6/2014,6,0.9,8.4,inches,2014,2010-2017,At Least 1 Female Author,Female,Other Race
209,SC,NA,The Oven,Science Fiction,Graphic Novel,0,237,N/A,Sophie,Goldstein,0,USA,White,0,NA,NA,NA,NA,0,NA,NA,NA,NA,English,0,80,"Richmond, USA",AdHouse Books,NA,6/16/2015,5.4,0.4,7.3,inches,2015,2010-2017,At Least 1 Female Author,Female,White
210,HC,First Edition,Paying For It,Memoir,Graphic Novel,1,41,N/A,Chester,Brown,1,Canada,White,22052,53,NA,NA,NA,1,NA,NA,NA,NA,NA,0,292,"Montreal, Canada",Drawn and Quarterly,NA,5/28/2013,6,1.3,7.8,inches,2013,2010-2017,Only Male Author(s),Male,White
211,SC,Revised Edition,The Playboy,Memoir,Graphic Novel,0,41,N/A,Chester,Brown,1,Canada,White,22052,53,NA,NA,NA,1,NA,NA,NA,NA,NA,0,198,"Montreal, Canada",Drawn and Quarterly,NA,5/28/2013,4.4,0.8,7,inches,2013,2010-2017,Only Male Author(s),Male,White
212,SC,7th Edition,Like a Velvet Glove Cast in Iron,Mystery,Graphic Novel,0,45,N/A,Daniel,Clowes,1,USA,White,22385,31,NA,NA,NA,1,NA,NA,NA,NA,NA,0,142,"Seattle, USA",Fantagraphics,NA,1/17/1993,7.6,0.5,11,inches,1993,1990-1999,Only Male Author(s),Male,White
213,HC,First Edition,Ice Haven,Literary Fiction,Graphic Novel,1,45,N/A,Daniel,Clowes,1,USA,White,22385,44,NA,NA,NA,1,NA,NA,NA,NA,NA,0,88,New York City,Pantheon,NA,6/7/2005,8.1,0.6,5.6,inches,2005,2000-2009,Only Male Author(s),Male,White
214,HC,First Edition,David Boring,Romance,Graphic Novel,1,45,N/A,Daniel,Clowes,1,USA,White,22385,39,NA,NA,NA,1,NA,NA,NA,NA,NA,0,116,New York City,Pantheon,NA,9/12/2000,7.9,0.7,10.5,inches,2000,2000-2009,Only Male Author(s),Male,White
215,HC,First Edition,Wimbledon Green,Crime,Graphic Novel,0,125,N/A,Gregory,Gallant,1,Unknown,White,22905,43,NA,NA,NA,1,NA,NA,NA,NA,NA,0,125,"Montreal, Canada",Drawn and Quarterly,NA,12/13/2005,6.2,0.8,8.1,inches,2005,2000-2009,Only Male Author(s),Male,White
216,HC,First Edition,"George Sprott, 1894-1975",Literary Fiction,Graphic Novel,0,125,N/A,Gregory,Gallant,1,Unknown,White,22905,46,NA,NA,NA,1,NA,NA,NA,NA,NA,0,96,"Montreal, Canada",Drawn and Quarterly,NA,5/26/2009,12.2,0.7,14.3,inches,2009,2000-2009,Only Male Author(s),Male,White
217,SC,NA,Daddy's Girl,Coming of Age,NA,1,239,N/A,Debbie,Drechsler,0,USA,White,19360,43,NA,NA,NA,0,NA,NA,NA,NA,NA,0,88,"Seattle, USA",Fantagraphics,NA,6/1/1996,7.8,0.2,7.2,inches,1996,1990-1999,At Least 1 Female Author,Female,White
218,SC,NA,Brooklyn Dreams,Coming of Age,NA,1,170,N/A,John Marc,DeMatteis,1,USA,White,19708,49,NA,NA,NA,1,NA,NA,NA,NA,NA,0,384,"New York, USA",DC Comics,NA,4/1/2003,5.5,1,8,inches,2003,2000-2009,Only Male Author(s),Male,White
219,SC,First edition,A History of Violence,Crime,Graphic Novel,0,240,N/A,John,Wagner,1,USA,White,17899,55,NA,NA,NA,1,NA,NA,NA,NA,NA,0,296,"New York, USA",Paradox Press,NA,12/1/2004,5.5,0.8,8,inches,2004,2000-2009,Only Male Author(s),Male,White
220,SC,Annotated Adition,Stray Toasters,Crime,Graphic Novel,0,242,N/A,Boleslav William Felix Robert Bill,Sienkiewicz,1,USA,White,21308,50,NA,NA,NA,1,NA,NA,NA,NA,NA,0,224,"Berkeley, USA",Image Comics,NA,11/25/2008,6.6,0.5,10.2,inches,2008,2000-2009,Only Male Author(s),Male,White
221,SC,Second Edition,Clumsy,Literary Fiction,Graphic Novel,0,243,N/A,Jeffrey,Brown,1,USA,White,27576,27,NA,NA,NA,1,NA,NA,NA,NA,NA,0,224,"Marietta, Georgia, USA",Top Shelf Productions,NA,5/4/2003,4.6,0.6,7.2,inches,2003,2000-2009,Only Male Author(s),Male,White
222,SC,Reprint Edition,La Perdida,Literary Fiction,Graphic Novel,1,244,N/A,Jessica,Abel,0,USA,White,25204,31,NA,NA,NA,0,NA,NA,NA,NA,NA,0,256,New York City,Pantheon,NA,5/20/2000,6.6,0.9,8.5,inches,2000,2000-2009,At Least 1 Female Author,Female,White
224,HC,First Edition,We Are On Our Own,Memoir,Graphic Novel,0,246,N/A,Miriam,Katin,0,Hungary,White,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,122,"Montreal, Canada",Drawn and Quarterly,NA,5/16/2006,8.2,0.7,8.6,inches,2006,2000-2009,At Least 1 Female Author,Female,White
232,HC,NA,Hark! A Vagrant,Humor,Graphic Novel,1,255,N/A,Kathryn Moira,Beaton,0,Canada,White,30567,28,NA,NA,NA,0,NA,NA,NA,NA,NA,0,166,"Montreal, Canada",Drawn and Quarterly,NA,9/27/2011,5.5,0.9,8.7,inches,2011,2010-2017,At Least 1 Female Author,Female,White
233,HC,NA,The Voyeurs,Memoir,Graphic Novel,0,256,N/A,Gabrielle,Bell,1,UK,White,27843,36,NA,NA,NA,1,NA,NA,NA,NA,NA,0,156,"Minneapolis, USA",Uncivilized Books,NA,9/4/2012,6.2,0.4,9,inches,2012,2010-2017,Only Male Author(s),Male,White
234,HC,NA,Anya's Ghost,Coming of Age,NA,1,257,N/A,Vera,Brosgol,0,Russia,White,30895,26,NA,NA,NA,0,NA,NA,NA,NA,NA,0,221,New York City,First Second,NA,6/7/2011,6.1,0.7,8.7,inches,2011,2010-2017,At Least 1 Female Author,Female,White
235,HC,NA,Make Me a Woman,Memoir,Graphic Novel,0,258,N/A,Vanessa,Davis,0,USA,White,28777,31,NA,NA,NA,0,NA,NA,NA,NA,NA,0,120,"Montreal, Canada",Drawn and Quarterly,NA,10/12/2010,8.7,1.1,11.1,inches,2010,2010-2017,At Least 1 Female Author,Female,White
237,HC,NA,Tanpopo Vol. 1,Science Fiction,Graphic Novel,0,260,N/A,Camilla,D'Errico,0,Canada,White,29494,32,NA,NA,NA,0,NA,NA,NA,NA,NA,0,176,"Los Angeles, USA",BOOM! Studios,NA,10/1/2012,9,0.9,11.8,inches,2012,2010-2017,At Least 1 Female Author,Female,White
238,SC,NA,"Tangles: A Story About Alzheimer's, My Mother, and Me",Memoir,Graphic Novel,0,265,N/A,Sarah,Leavitt,0,Unknown,White,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,127,"New York, USA",Skyhorse Publishing,NA,5/1/2012,9.2,0.3,10.5,inches,2012,2010-2017,At Least 1 Female Author,Female,White
239,SC,NA,Special Exits,Memoir,Graphic Novel,0,262,N/A,Joyce,Farmer,0,USA,White,13881,76,NA,NA,NA,0,NA,NA,NA,NA,NA,0,200,"Seattle, USA",Fantagraphics,NA,8/3/2014,7.4,1.8,10,inches,2014,2010-2017,At Least 1 Female Author,Female,White
240,SC,NA,An Age of License: a Travelogue,Travel Writing,Graphic Novel,0,263,N/A,Lucy,Knisley,0,USA,White,31058,29,NA,NA,NA,0,NA,NA,NA,NA,NA,0,189,"Seattle, USA",Fantagraphics,NA,9/22/2014,5.6,0.7,7.4,inches,2014,2010-2017,At Least 1 Female Author,Female,White
241,SC,NA,"Patsy Walker, A.K.A. Hellcat! Vol. 1: Hooked On A Feline",Superhero,Graphic Novel,0,266,N/A,Kate,Leth,0,Canada,White,32415,27,NA,NA,NA,0,NA,NA,NA,NA,NA,0,136,"New York, USA",Marvel,NA,7/5/2016,6.8,0.2,10.1,inches,2016,2010-2017,At Least 1 Female Author,Female,White
243,SC,NA,"Moon Girl and Devil Dinosaur, Vol. 1: BFF",Fantasy,Non-Fiction,0,268,269,Amy,Reeder,0,USA,White,29458,35,Brandon,Montclare,1,0,Unknown,White,0,NA,NA,0,136,"New York, USA",Marvel,NA,7/5/2016,6.8,0.2,10.2,inches,2016,2010-2017,At Least 1 Female Author,Female,White
244,HC,NA,Leaving Megalopolis,Horror,Graphic Novel,0,271,N/A,Gail,Simone,0,USA,White,27239,40,NA,NA,NA,0,NA,NA,NA,NA,NA,0,128,"Milwaukee, USA",Dark Horse,NA,9/30/2014,6.9,0.6,10.5,inches,2014,2010-2017,At Least 1 Female Author,Female,White
245,SC,NA,Omega: The Unknown,Superhero,Graphic Novel,0,273,274,Stephen Ross,Gerber,1,USA,White,27292,31,Mary,Skrenes,0,0,Unknown,White,0,NA,NA,0,224,"New York, USA",Marvel,NA,12/28/2005,6.7,0.4,10.2,inches,2005,2000-2009,At Least 1 Female Author,Male,White
246,SC,NA,Becoming Unbecoming,Crime,Graphic Novel,0,284,N/A,Una,Una,0,UK,White,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,169,"Vancouver, Canada",Arsenal Pulp Press,NA,10/18/2016,6.5,0.7,8.9,inches,2016,2010-2017,At Least 1 Female Author,Female,White
247,HC,NA,When David Lost His Voice,Literary Fiction,Graphic Novel,0,281,N/A,Judith,Vanistendael,0,Belgium,White,27030,39,NA,NA,NA,0,NA,NA,NA,NA,NA,0,267,"London, UK",SelfMadeHero,NA,3/19/2013,6.5,1.2,9.5,inches,2013,2010-2017,At Least 1 Female Author,Female,White
249,HC,NA,New Spring,Fantasy,Non-Fiction,1,285,286,James Oliver Rigney Jr.,Robert Jordan,1,USA,White,17823,62,Charles Dixon,Chuck,1,1,USA,White,19797,56,NA,0,230,"New York, USA",Tor Books,NA,1/1/2011,6.9,1,10.2,inches,2011,2010-2017,Only Male Author(s),Male,White
250,SC,NA,The Inhumans: By Right of Birth,Superhero,Graphic Novel,0,288,289,Ann Annie,Nocenti,0,USA,White,20837,56,Lou,Mougin,1,0,USA,White,19725,59,NA,0,117,"New York, USA",Marvel,NA,11/19/2013,6.8,0.5,10.2,inches,2013,2010-2017,At Least 1 Female Author,Female,White
251,SC,NA,Greenberg the Vampire,Horror,Graphic Novel,0,170,N/A,John Marc,DeMatteis,1,USA,White,19708,61,NA,NA,NA,1,NA,NA,NA,NA,NA,0,102,"New York, USA",Marvel,NA,10/20/2015,6.6,0.2,10.1,inches,2015,2010-2017,Only Male Author(s),Male,White
252,SC,Reprint edition,The Picture of Dorian Gray: A Graphic Novel,Literary Fiction,Graphic Novel,0,295,N/A,Ian,Edginton,1,UK,White,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,119,"New York, USA",Sterling,NA,1/26/2009,9.4,0.6,6.5,inches,2009,2000-2009,Only Male Author(s),Male,White
253,HC,Collector's edition,Prince of Persia: The Graphic Novel,Action/Adventure,NA,1,297,298,Jordan,Mechner,1,USA,White,23532,44,A. B.,Sina,0,0,Unknown,Unknown,0,NA,NA,0,190,"New York, USA",First Second,NA,9/2/2008,6.6,0.9,8.5,inches,2008,2000-2009,At Least 1 Female Author,Male,White
